bg2020gj,bg2020ge,bg2010gj,bg2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G06007300170413,060730170413,G06007300170413,060730170413,1,1,1,1,1
G06007300170414,060730170414,G06007300170414,060730170414,1,1,1,1,1
G06007300170431,060730170431,G06007300170432,060730170432,1,1,1,1,1
G06007300170432,060730170432,G06007300170431,060730170431,1,1,1,1,1
G06007300170433,060730170433,G06007300170431,060730170431,1,1,1,1,1
G06007300170441,060730170441,G06007300170442,060730170442,1,1,1,1,1
G06007300170442,060730170442,G06007300170441,060730170441,1,1,1,1,1
G06007300170443,060730170443,G06007300170441,060730170441,1,1,1,1,1
G06007300170444,060730170444,G06007300170442,060730170442,1,1,1,1,1
G06007300170451,060730170451,G06007300170451,060730170451,1,1,1,1,1
G06007300170461,060730170461,G06007300170461,060730170461,1,1,1,1,1
G06007300170462,060730170462,G06007300170462,060730170462,1,1,1,1,1
G06007300170471,060730170471,G06007300170471,060730170471,1,1,1,1,1
G06007300170472,060730170472,G06007300170472,060730170472,1,1,1,1,1
G06007300170473,060730170473,G06007300170473,060730170473,1,1,1,1,1
G06007300170481,060730170481,G06007300170481,060730170481,1,1,1,1,1
G06007300170482,060730170482,G06007300170482,060730170482,1,1,1,1,1
G06007300170483,060730170483,G06007300170483,060730170483,1,1,1,1,1
G06007300170484,060730170484,G06007300170484,060730170484,1,1,1,1,1
G06007300170491,060730170491,G06007300170491,060730170491,1,1,1,1,1
G06007300170492,060730170492,G06007300170492,060730170492,1,1,1,1,0.99803340186
G06007300170492,060730170492,G06007300170451,060730170451,0,0,0,0,0.001783705178
G06007300170492,060730170492,G06007300095041,060730095041,0,0,0,0,1.82892962e-4
G06007300170501,060730170501,G06007300170501,060730170501,1,1,1,1,1
G06007300170502,060730170502,G06007300170393,060730170393,0,0,0,0,4.6920647e-5
G06007300170502,060730170502,G06007300170502,060730170502,1,1,1,1,0.999953079353
G06007300170511,060730170511,G06007300170511,060730170511,1,1,1,1,1
G06007300170512,060730170512,G06007300170512,060730170512,1,1,1,1,1
G06007300170513,060730170513,G06007300170513,060730170513,1,1,1,1,1
G06007300170521,060730170521,G06007300170521,060730170521,1,1,1,1,1
G06007300170522,060730170522,G06007300170523,060730170523,1,1,1,1,1
G06007300170523,060730170523,G06007300170522,060730170522,1,1,1,1,1
G06007300170524,060730170524,G06007300170522,060730170522,1,1,1,1,1
G06007300170531,060730170531,G06007300170531,060730170531,1,1,1,1,1
G06007300170532,060730170532,G06007300170532,060730170532,1,1,1,1,1
G06007300170541,060730170541,G06007300170541,060730170541,1,1,1,1,1
G06007300170542,060730170542,G06007300170542,060730170542,1,1,1,1,1
G06007300170543,060730170543,G06007300170543,060730170543,1,1,1,1,1
G06007300170544,060730170544,G06007300170544,060730170544,1,1,1,1,1
G06007300170551,060730170551,G06007300170551,060730170551,1,1,1,1,1
G06007300170552,060730170552,G06007300170552,060730170552,1,1,1,1,1
G06007300170553,060730170553,G06007300170553,060730170553,1,1,1,1,1
G06007300170561,060730170561,G06007300170561,060730170561,1,1,1,1,0.997714420204
G06007300170561,060730170561,G06007300170562,060730170562,0,0,0,0,0.002285579796
G06007300170562,060730170562,G06007300170562,060730170562,1,1,1,1,1
G06007300170571,060730170571,G06007300170151,060730170151,1,1,1,1,1
G06007300170572,060730170572,G06007300170152,060730170152,1,1,1,1,1
G06007300170573,060730170573,G06007300170153,060730170153,1,1,1,1,1
G06007300170581,060730170581,G06007300170153,060730170153,1,1,1,1,1
G06007300170582,060730170582,G06007300170153,060730170153,1,1,1,1,1
G06007300170583,060730170583,G06007300170154,060730170154,1,1,1,1,1
G06007300170591,060730170591,G06007300170191,060730170191,1,1,1,1,1
G06007300170592,060730170592,G06007300170192,060730170192,1,1,1,1,1
G06007300170601,060730170601,G06007300170193,060730170193,0.968265682657,0.968058968059,0.981969486824,0.975903614458,0.98360921099
G06007300170601,060730170601,G06007300170192,060730170192,0.031734317343,0.031941031941,0.018030513176,0.024096385542,0.01639078901
G06007300170602,060730170602,G06007300170193,060730170193,0.982559905236,0.982899868996,0.981743101159,0.982011465001,0.993246243345
G06007300170602,060730170602,G06007300170192,060730170192,0.017440094764,0.017100131004,0.018256898841,0.017988534999,0.00544911985
G06007300170602,060730170602,G06007300170201,060730170201,0,0,0,0,0.001304636805
G06007300170611,060730170611,G06007300170291,060730170291,0.991816738534,0.992354857618,0.993071944091,0.99303877566,0.978333703101
G06007300170611,060730170611,G06007300170321,060730170321,0,0,0,0,0.01655709111
G06007300170611,060730170611,G06007300170333,060730170333,0.008183261466,0.007645142382,0.006928055909,0.00696122434,0.005109205789
G06007300170612,060730170612,G06007300170292,060730170292,1,1,1,1,1
G06007300170621,060730170621,G06007300170291,060730170291,1,1,1,1,0.99753469612
G06007300170621,060730170621,G06007300083353,060730083353,0,0,0,0,0.00246530388
G06007300170622,060730170622,G06007300170291,060730170291,1,1,1,1,1
G06007300170623,060730170623,G06007300170291,060730170291,1,1,1,1,1
G06007300170631,060730170631,G06007300170302,060730170302,1,1,1,1,1
G06007300170632,060730170632,G06007300170301,060730170301,0,0,0,0,8.63252744e-4
G06007300170632,060730170632,G06007300170303,060730170303,1,1,1,1,0.999136747256
G06007300170633,060730170633,G06007300170304,060730170304,1,1,1,1,1
G06007300170641,060730170641,G06007300170301,060730170301,1,1,1,1,1
G06007300170642,060730170642,G06007300170301,060730170301,1,1,1,1,1
G06007300170643,060730170643,G06007300170301,060730170301,1,1,1,1,1
G06007300170651,060730170651,G06007300170301,060730170301,1,1,1,1,1
G06007300170652,060730170652,G06007300170301,060730170301,1,1,1,1,1
G06007300170661,060730170661,G06007300170301,060730170301,1,1,1,1,1
G06007300170662,060730170662,G06007300170301,060730170301,0.968363136176,0.970251716247,0.973205741627,0.971189591078,0.998211885646
G06007300170662,060730170662,G06007300170304,060730170304,0.031636863824,0.029748283753,0.026794258373,0.028810408922,0.001788114354
G06007300170671,060730170671,G06007300170421,060730170421,1,1,1,1,1
G06007300170672,060730170672,G06007300170421,060730170421,1,1,1,1,1
G06007300170681,060730170681,G06007300170422,060730170422,1,1,1,1,1
G06007300170682,060730170682,G06007300170423,060730170423,1,1,1,1,1
G06007300170691,060730170691,G06007300170322,060730170322,1,1,1,1,1
G06007300170701,060730170701,G06007300170321,060730170321,1,1,1,1,0.998663579975
G06007300170701,060730170701,G06007300170291,060730170291,0,0,0,0,0.001336420025
G06007300170702,060730170702,G06007300170321,060730170321,1,1,1,1,0.999541076542
G06007300170702,060730170702,G06007300170301,060730170301,0,0,0,0,4.58923458e-4
G06007300170703,060730170703,G06007300170321,060730170321,1,1,1,1,1
G06007300170711,060730170711,G06007300170321,060730170321,1,1,1,1,1
G06007300170712,060730170712,G06007300170321,060730170321,1,1,1,1,0.995942670631
G06007300170712,060730170712,G06007300170333,060730170333,0,0,0,0,0.004057329369
G06007300171041,060730171041,G06007300171041,060730171041,1,1,1,1,1
G06007300171042,060730171042,G06007300171042,060730171042,1,1,1,1,1
G06007300171061,060730171061,G06007300171061,060730171061,1,1,1,1,1
G06007300171062,060730171062,G06007300171062,060730171062,1,1,1,1,1
G06007300171063,060730171063,G06007300171063,060730171063,1,1,1,1,1
G06007300171064,060730171064,G06007300171064,060730171064,1,1,1,1,1
G06007300171071,060730171071,G06007300171071,060730171071,1,1,1,1,1
G06007300171072,060730171072,G06007300171072,060730171072,1,1,1,1,1
G06007300171081,060730171081,G06007300171081,060730171081,1,1,1,1,1
G06007300171082,060730171082,G06007300171082,060730171082,1,1,1,1,1
G06007300171083,060730171083,G06007300171083,060730171083,1,1,1,1,1
G06007300171084,060730171084,G06007300171084,060730171084,1,1,1,1,1
G06007300171091,060730171091,G06007300171091,060730171091,0.990040572535,0.990085501919,0.990391862957,0.989864179365,0.977846332361
G06007300171091,060730171091,G06007300171103,060730171103,0.009959427465,0.0099144980810000009,0.009608137043,0.010135820635,0.022153667639
G06007300171092,060730171092,G06007300171092,060730171092,1,1,1,1,1
G06007300171093,060730171093,G06007300171093,060730171093,1,1,1,1,1
G06007300171094,060730171094,G06007300171094,060730171094,1,1,1,1,1
G06007300171111,060730171111,G06007300171101,060730171101,1,1,1,1,1
G06007300171112,060730171112,G06007300171102,060730171102,0.003321594498,0.003055249715,0.002882702056,0.002759858625,0.005134614008
G06007300171112,060730171112,G06007300171103,060730171103,0.983978076077,0.98488604781,0.985051367494,0.984840415269,0.985862493734
G06007300171112,060730171112,G06007300171091,060730171091,0.012700329424,0.012058702475,0.012065930449,0.012399726106,0.009002892258
G06007300171121,060730171121,G06007300171102,060730171102,1,1,1,1,0.999251881033
G06007300171121,060730171121,G06007300203061,060730203061,0,0,0,0,7.48118967e-4
G06007300171131,060730171131,G06007300171102,060730171102,1,1,1,1,1
G06007300171132,060730171132,G06007300171102,060730171102,1,1,1,1,1
G06007300172011,060730172011,G06007300172001,060730172001,1,1,1,1,1
G06007300172012,060730172012,G06007300172003,060730172003,1,1,1,1,1
G06007300172021,060730172021,G06007300172002,060730172002,1,1,1,1,1
G06007300172022,060730172022,G06007300172004,060730172004,1,1,1,1,1
G06007300173031,060730173031,G06007300173031,060730173031,1,1,1,1,1
G06007300173032,060730173032,G06007300173032,060730173032,1,1,1,1,1
G06007300173033,060730173033,G06007300173033,060730173033,1,1,1,1,1
G06007300173051,060730173051,G06007300173051,060730173051,1,1,1,1,1
G06007300173052,060730173052,G06007300173052,060730173052,1,1,1,1,1
G06007300173053,060730173053,G06007300173053,060730173053,1,1,1,1,1
G06007300173061,060730173061,G06007300173061,060730173061,1,1,1,1,1
G06007300173062,060730173062,G06007300173062,060730173062,1,1,1,1,1
G06007300173071,060730173071,G06007300173041,060730173041,0.999889827252,0.999887531906,0.999881258207,0.999884149252,0.993235430684
G06007300173071,060730173071,G06007300172001,060730172001,1.10172748e-4,1.12468094e-4,1.18741793e-4,1.15850748e-4,0.006764569316
G06007300173072,060730173072,G06007300173043,060730173043,1,1,1,1,1
G06007300173081,060730173081,G06007300173042,060730173042,1,1,1,1,1
G06007300173082,060730173082,G06007300173044,060730173044,1,1,1,1,1
G06007300174031,060730174031,G06007300174031,060730174031,1,1,1,1,1
G06007300174032,060730174032,G06007300174032,060730174032,1,1,1,1,0.991460850175
G06007300174032,060730174032,G06007300174031,060730174031,0,0,0,0,0.008539149825
G06007300174033,060730174033,G06007300174033,060730174033,1,1,1,1,1
G06007300174034,060730174034,G06007300174034,060730174034,1,1,1,1,1
G06007300174051,060730174051,G06007300174041,060730174041,1,1,1,1,1
G06007300174052,060730174052,G06007300174042,060730174042,1,1,1,1,1
G06007300174053,060730174053,G06007300174044,060730174044,1,1,1,1,1
G06007300174061,060730174061,G06007300174043,060730174043,1,1,1,1,1
G06007300174061,060730174061,G06007300171061,060730171061,0,0,0,0,0
G06007300174062,060730174062,G06007300174043,060730174043,1,1,1,1,1
G06007300174063,060730174063,G06007300174045,060730174045,1,1,1,1,1
G06007300174071,060730174071,G06007300174011,060730174011,1,1,1,1,0.991092102165
G06007300174071,060730174071,G06007300175013,060730175013,0,0,0,0,0.008907897835
G06007300174072,060730174072,G06007300174013,060730174013,1,1,1,1,1
G06007300174081,060730174081,G06007300174012,060730174012,1,1,1,1,1
G06007300174082,060730174082,G06007300174014,060730174014,1,1,1,1,1
G06007300175011,060730175011,G06007300175011,060730175011,1,1,1,1,1
G06007300175012,060730175012,G06007300175012,060730175012,1,1,1,1,0.99959269388
G06007300175012,060730175012,G06007300177021,060730177021,0,0,0,0,4.0730612e-4
G06007300175013,060730175013,G06007300175013,060730175013,1,1,1,1,1
G06007300175021,060730175021,G06007300175021,060730175021,1,1,1,1,1
G06007300175022,060730175022,G06007300175022,060730175022,1,1,1,1,1
G06007300175023,060730175023,G06007300175023,060730175023,1,1,1,1,1
G06007300176011,060730176011,G06007300176011,060730176011,1,1,1,1,1
G06007300176012,060730176012,G06007300176012,060730176012,1,1,1,1,1
G06007300176013,060730176013,G06007300176013,060730176013,1,1,1,1,1
G06007300176014,060730176014,G06007300176013,060730176013,1,1,1,1,1
G06007300176031,060730176031,G06007300175011,060730175011,0.020657276995,0.021278958319,0.018487394958,0.020169005102,0.005860862052
G06007300176031,060730176031,G06007300176031,060730176031,0.979342723005,0.978721041681,0.981512605042,0.979830994898,0.994139137948
G06007300176032,060730176032,G06007300176032,060730176032,1,1,1,1,1
G06007300176051,060730176051,G06007300176041,060730176041,1,1,1,1,1
G06007300176052,060730176052,G06007300176041,060730176041,0.971873129862,0.977067977068,0.985099337748,0.985915492958,0.974521352082
G06007300176052,060730176052,G06007300176042,060730176042,0.028126870138,0.022932022932,0.014900662252,0.014084507042,0.025478647918
G06007300176061,060730176061,G06007300176042,060730176042,1,1,1,1,1
G06007300176062,060730176062,G06007300176043,060730176043,1,1,1,1,1
G06007300177011,060730177011,G06007300177011,060730177011,0.981818192916,0.980929875015,0.998379207989,0.99843323439,0.982389024669
G06007300177011,060730177011,G06007300177012,060730177012,0.018181807084,0.019070124985,0.001620792011,0.00156676561,0.017610975331
G06007300177012,060730177012,G06007300177013,060730177013,1,1,1,1,0.95405693903
G06007300177012,060730177012,G06007300177012,060730177012,0,0,0,0,0.04594306097
G06007300177013,060730177013,G06007300177014,060730177014,1,1,1,1,1
G06007300177014,060730177014,G06007300177012,060730177012,1,1,1,1,1
G06007300177015,060730177015,G06007300177012,060730177012,1,1,1,1,1
G06007300177021,060730177021,G06007300177021,060730177021,1,1,1,1,1
G06007300177022,060730177022,G06007300177022,060730177022,1,1,1,1,1
G06007300177023,060730177023,G06007300177023,060730177023,1,1,1,1,1
G06007300178011,060730178011,G06007300178011,060730178011,1,1,1,1,1
G06007300178012,060730178012,G06007300178012,060730178012,1,1,1,1,0.979049602766
G06007300178012,060730178012,G06007300185044,060730185044,0,0,0,0,0.020950397234
G06007300178013,060730178013,G06007300178013,060730178013,1,1,1,1,1
G06007300178014,060730178014,G06007300178014,060730178014,1,1,1,1,0.984243215157
G06007300178014,060730178014,G06007300185043,060730185043,0,0,0,0,0.015756784843
G06007300178081,060730178081,G06007300178081,060730178081,1,1,1,1,1
G06007300178082,060730178082,G06007300178082,060730178082,1,1,1,1,1
G06007300178083,060730178083,G06007300178083,060730178083,1,1,1,1,1
G06007300178084,060730178084,G06007300178084,060730178084,1,1,1,1,1
G06007300178091,060730178091,G06007300178091,060730178091,1,1,1,1,1
G06007300178101,060730178101,G06007300178101,060730178101,1,1,1,1,1
G06007300178102,060730178102,G06007300178102,060730178102,1,1,1,1,1
G06007300178103,060730178103,G06007300178102,060730178102,1,1,1,1,1
G06007300178111,060730178111,G06007300178111,060730178111,1,1,1,1,1
G06007300178112,060730178112,G06007300178113,060730178113,1,1,1,1,1
G06007300178113,060730178113,G06007300178114,060730178114,1,1,1,1,1
G06007300178114,060730178114,G06007300178112,060730178112,1,1,1,1,1
G06007300178115,060730178115,G06007300178112,060730178112,1,1,1,1,1
G06007300178131,060730178131,G06007300178131,060730178131,1,1,1,1,1
G06007300178132,060730178132,G06007300178132,060730178132,1,1,1,1,1
G06007300178133,060730178133,G06007300178132,060730178132,1,1,1,1,1
G06007300179011,060730179011,G06007300179001,060730179001,0.99978716408,0.999783221915,0.999770053527,0.99977347817,0.971712920837
G06007300179011,060730179011,G06007300181003,060730181003,2.1283592e-4,2.16778085e-4,2.29946473e-4,2.2652183e-4,0.028287079163
G06007300179012,060730179012,G06007300179002,060730179002,1,1,1,1,1
G06007300179013,060730179013,G06007300179002,060730179002,0,0,0,0,0.005787273843
G06007300179013,060730179013,G06007300179003,060730179003,1,1,1,1,0.994212726157
G06007300179021,060730179021,G06007300179004,060730179004,1,1,1,1,1
G06007300179022,060730179022,G06007300179005,060730179005,1,1,1,1,1
G06007300180001,060730180001,G06007300180001,060730180001,1,1,1,1,0.972652540091
G06007300180001,060730180001,G06007300181004,060730181004,0,0,0,0,0.027347459909
G06007300180001,060730180001,G06007300178132,060730178132,0,0,0,0,0
G06007300180002,060730180002,G06007300180003,060730180003,1,1,1,1,1
G06007300180003,060730180003,G06007300180002,060730180002,1,1,1,1,1
G06007300180004,060730180004,G06007300180002,060730180002,1,1,1,1,1
G06007300181011,060730181011,G06007300181001,060730181001,1,1,1,1,1
G06007300181012,060730181012,G06007300181002,060730181002,1,1,1,1,1
G06007300181013,060730181013,G06007300181006,060730181006,1,1,1,1,1
G06007300181021,060730181021,G06007300181002,060730181002,0.004263197611,0.003446480811,0.002020386522,0.001863009046,0.002544197523
G06007300181021,060730181021,G06007300181003,060730181003,0.995736802389,0.996553519189,0.997979613478,0.998136990954,0.997455802477
G06007300181022,060730181022,G06007300181004,060730181004,1,1,1,1,1
G06007300181023,060730181023,G06007300181005,060730181005,1,1,1,1,1
G06007300182011,060730182011,G06007300182001,060730182001,1,1,1,1,1
G06007300182012,060730182012,G06007300182002,060730182002,1,1,1,1,0.975391110134
G06007300182012,060730182012,G06007300182001,060730182001,0,0,0,0,0.024608889866
G06007300182021,060730182021,G06007300182003,060730182003,1,1,1,1,1
G06007300182022,060730182022,G06007300182004,060730182004,1,1,1,1,1
G06007300182023,060730182023,G06007300182005,060730182005,1,1,1,1,1
G06007300183011,060730183011,G06007300183001,060730183001,1,1,1,1,1
G06007300183012,060730183012,G06007300183003,060730183003,0.851424873494,0.849116817514,0.833025165263,0.860489039909,0.850505895171
G06007300183012,060730183012,G06007300183001,060730183001,0.148575126506,0.150883182486,0.166974834737,0.139510960091,0.149494104829
G06007300183021,060730183021,G06007300183002,060730183002,1,1,1,1,1
G06007300183021,060730183021,G06007300183001,060730183001,0,0,0,0,0
G06007300183022,060730183022,G06007300183004,060730183004,0.942896935933,0.9375,0.929906542056,0.955493741307,0.946910765583
G06007300183022,060730183022,G06007300183002,060730183002,0.057103064067,0.0625,0.070093457944,0.044506258693,0.053089234417
G06007300184001,060730184001,G06007300184001,060730184001,1,1,1,1,1
G06007300184001,060730184001,G06007300186011,060730186011,0,0,0,0,0
G06007300184002,060730184002,G06007300184002,060730184002,1,1,1,1,1
G06007300184003,060730184003,G06007300184003,060730184003,1,1,1,1,1
G06007300185041,060730185041,G06007300185041,060730185041,1,1,1,1,0.995083690895
G06007300185041,060730185041,G06007300185044,060730185044,0,0,0,0,0.004916309105
G06007300185042,060730185042,G06007300185042,060730185042,1,1,1,1,1
G06007300185043,060730185043,G06007300185044,060730185044,1,1,1,1,0.997963948283
G06007300185043,060730185043,G06007300185041,060730185041,0,0,0,0,8.5012598e-5
G06007300185043,060730185043,G06007300178012,060730178012,0,0,0,0,0.00195103912
G06007300185044,060730185044,G06007300185043,060730185043,1,1,1,1,1
G06007300185045,060730185045,G06007300185043,060730185043,1,1,1,1,0.957327691971
G06007300185045,060730185045,G06007300178014,060730178014,0,0,0,0,0.042672308029
G06007300185091,060730185091,G06007300185091,060730185091,1,1,1,1,1
G06007300185092,060730185092,G06007300185092,060730185092,1,1,1,1,1
G06007300185093,060730185093,G06007300185093,060730185093,1,1,1,1,1
G06007300185094,060730185094,G06007300185094,060730185094,1,1,1,1,1
G06007300185101,060730185101,G06007300185101,060730185101,1,1,1,1,1
G06007300185102,060730185102,G06007300185102,060730185102,1,1,1,1,1
G06007300185111,060730185111,G06007300185111,060730185111,1,1,1,1,1
G06007300185112,060730185112,G06007300185112,060730185112,1,1,1,1,1
G06007300185113,060730185113,G06007300185113,060730185113,1,1,1,1,1
G06007300185114,060730185114,G06007300185114,060730185114,1,1,1,1,1
G06007300185121,060730185121,G06007300185121,060730185121,1,1,1,1,1
G06007300185122,060730185122,G06007300185122,060730185122,1,1,1,1,1
G06007300185123,060730185123,G06007300185121,060730185121,0.059711971496,0.060243117076,0.061789898749,0.062466017861,0.060030356356
G06007300185123,060730185123,G06007300185123,060730185123,0.940288028504,0.939756882924,0.938210101251,0.937533982139,0.939969643644
G06007300185151,060730185151,G06007300185151,060730185151,1,1,1,1,1
G06007300185152,060730185152,G06007300185152,060730185152,1,1,1,1,1
G06007300185153,060730185153,G06007300185152,060730185152,1,1,1,1,1
G06007300185161,060730185161,G06007300185161,060730185161,1,1,1,1,1
G06007300185162,060730185162,G06007300185162,060730185162,1,1,1,1,1
G06007300185171,060730185171,G06007300185171,060730185171,1,1,1,1,1
G06007300185172,060730185172,G06007300185172,060730185172,1,1,1,1,1
G06007300185173,060730185173,G06007300185172,060730185172,1,1,1,1,1
G06007300185181,060730185181,G06007300185181,060730185181,1,1,1,1,1
G06007300185182,060730185182,G06007300185182,060730185182,1,1,1,1,0.998828877022
G06007300185182,060730185182,G06007300185192,060730185192,0,0,0,0,0.001171122978
G06007300185191,060730185191,G06007300185191,060730185191,1,1,1,1,1
G06007300185192,060730185192,G06007300185193,060730185193,1,1,1,1,1
G06007300185193,060730185193,G06007300185192,060730185192,1,1,1,1,1
G06007300185194,060730185194,G06007300185192,060730185192,1,1,1,1,1
G06007300185201,060730185201,G06007300185071,060730185071,1,1,1,1,1
G06007300185202,060730185202,G06007300185072,060730185072,0.592916260824,0.600470086533,0.596377335413,0.597926750632,0.560673799632
G06007300185202,060730185202,G06007300185074,060730185074,0.407083739176,0.399529913467,0.403622664587,0.402073249368,0.439326200368
G06007300185203,060730185203,G06007300185072,060730185072,1,1,1,1,1
G06007300185211,060730185211,G06007300185073,060730185073,1,1,1,1,1
G06007300185212,060730185212,G06007300185074,060730185074,1,1,1,1,1
G06007300185221,060730185221,G06007300185131,060730185131,1,1,1,1,1
G06007300185222,060730185222,G06007300185133,060730185133,1,1,1,1,1
G06007300185223,060730185223,G06007300185131,060730185131,1,1,1,1,1
G06007300185231,060730185231,G06007300185132,060730185132,1,1,1,1,1
G06007300185232,060730185232,G06007300185132,060730185132,1,1,1,1,1
G06007300185233,060730185233,G06007300185132,060730185132,1,1,1,1,1
G06007300185241,060730185241,G06007300185141,060730185141,1,1,1,1,1
G06007300185242,060730185242,G06007300185141,060730185141,1,1,1,1,1
G06007300185251,060730185251,G06007300185142,060730185142,1,1,1,1,1
G06007300185252,060730185252,G06007300185143,060730185143,1,1,1,1,1
G06007300186011,060730186011,G06007300186011,060730186011,1,1,1,1,1
G06007300186012,060730186012,G06007300186012,060730186012,1,1,1,1,1
G06007300186013,060730186013,G06007300186011,060730186011,0.02963648859,0.030293772491,0.032288200595,0.031867963711,0.052945545493
G06007300186013,060730186013,G06007300186012,060730186012,0.97036351141,0.969706227509,0.967711799405,0.968132036289,0.947054454507
G06007300186081,060730186081,G06007300186081,060730186081,1,1,1,1,1
G06007300186082,060730186082,G06007300186082,060730186082,1,1,1,1,1
G06007300186091,060730186091,G06007300186091,060730186091,1,1,1,1,1
G06007300186092,060730186092,G06007300186092,060730186092,1,1,1,1,1
G06007300186093,060730186093,G06007300186093,060730186093,1,1,1,1,1
G06007300186121,060730186121,G06007300186121,060730186121,0.999708616022,0.999699444644,0.999667751143,0.999675786021,0.996495958254
G06007300186121,060730186121,G06007300186122,060730186122,2.91383978e-4,3.00555356e-4,3.32248857e-4,3.24213979e-4,6.6006184e-5
G06007300186121,060730186121,G06007300193033,060730193033,0,0,0,0,0.003438035561
G06007300186122,060730186122,G06007300186122,060730186122,1,1,1,1,1
G06007300186131,060730186131,G06007300186131,060730186131,0.45928030303,0.469806763285,0.488673139159,0.480891719745,0.727961644664
G06007300186131,060730186131,G06007300186132,060730186132,0.54071969697,0.530193236715,0.511326860841,0.519108280255,0.272038355336
G06007300186132,060730186132,G06007300186131,060730186131,1,1,1,1,1
G06007300186133,060730186133,G06007300186132,060730186132,0.483704974271,0.468785471056,0.45,0.445945945946,0.096139972973
G06007300186133,060730186133,G06007300186131,060730186131,0.516295025729,0.531214528944,0.55,0.554054054054,0.903860027027
G06007300186151,060730186151,G06007300186031,060730186031,1,1,1,1,1
G06007300186152,060730186152,G06007300186031,060730186031,1,1,1,1,0.968702317077
G06007300186152,060730186152,G06007300186011,060730186011,0,0,0,0,0
G06007300186152,060730186152,G06007300184001,060730184001,0,0,0,0,0.018601752231
G06007300186152,060730186152,G06007300184002,060730184002,0,0,0,0,0.012164138417
G06007300186152,060730186152,G06007300186034,060730186034,0,0,0,0,5.31792274e-4
G06007300186153,060730186153,G06007300186034,060730186034,1,1,1,1,1
G06007300186161,060730186161,G06007300186012,060730186012,0,0,0,0,0
G06007300186161,060730186161,G06007300186032,060730186032,1,1,1,1,1
G06007300186162,060730186162,G06007300186033,060730186033,0.850770478508,0.826530612245,0.818181818182,0.829931972789,0.832695806155
G06007300186162,060730186162,G06007300186031,060730186031,0.149229521492,0.173469387755,0.181818181818,0.170068027211,0.167304193845
G06007300186163,060730186163,G06007300186033,060730186033,1,1,1,1,1
G06007300186171,060730186171,G06007300186101,060730186101,1,1,1,1,1
G06007300186172,060730186172,G06007300186102,060730186102,1,1,1,1,1
G06007300186181,060730186181,G06007300186104,060730186104,1,1,1,1,1
G06007300186182,060730186182,G06007300186104,060730186104,1,1,1,1,1
G06007300186183,060730186183,G06007300186103,060730186103,1,1,1,1,1
G06007300186191,060730186191,G06007300186111,060730186111,1,1,1,1,1
G06007300186192,060730186192,G06007300186112,060730186112,1,1,1,1,1
G06007300186193,060730186193,G06007300186112,060730186112,0.947570332481,0.955190017016,0.960674157303,0.959459459459,0.979442204872
G06007300186193,060730186193,G06007300186113,060730186113,0.052429667519,0.044809982984,0.039325842697,0.040540540541,0.020557795128
G06007300186194,060730186194,G06007300186112,060730186112,1,1,1,1,1
G06007300186201,060730186201,G06007300186112,060730186112,0.087527352298,0.083734359962,0.086378737542,0.085808580858,0.085004214018
G06007300186201,060730186201,G06007300186113,060730186113,0.912472647702,0.916265640038,0.913621262458,0.914191419142,0.914995785982
G06007300186202,060730186202,G06007300186113,060730186113,1,1,1,1,1
G06007300186211,060730186211,G06007300186141,060730186141,1,1,1,1,1
G06007300186221,060730186221,G06007300186143,060730186143,1,1,1,1,1
G06007300186222,060730186222,G06007300186142,060730186142,1,1,1,1,1
G06007300186223,060730186223,G06007300186143,060730186143,1,1,1,1,1
G06007300187001,060730187001,G06007300187001,060730187001,1,1,1,1,0.988350422106
G06007300187001,060730187001,G06007300190011,060730190011,0,0,0,0,0.011575277114
G06007300187001,060730187001,G06007300183003,060730183003,0,0,0,0,7.430078e-5
G06007300188011,060730188011,G06007300188011,060730188011,1,1,1,1,1
G06007300188012,060730188012,G06007300188012,060730188012,1,1,1,1,1
G06007300188031,060730188031,G06007300188031,060730188031,1,1,1,1,1
G06007300188032,060730188032,G06007300188032,060730188032,1,1,1,1,0.999967856275
G06007300188032,060730188032,G06007300188033,060730188033,0,0,0,0,3.2143725e-5
G06007300188033,060730188033,G06007300188033,060730188033,1,1,1,1,1
G06007300188034,060730188034,G06007300188033,060730188033,1,1,1,1,1
G06007300188041,060730188041,G06007300188021,060730188021,1,1,1,1,1
G06007300188042,060730188042,G06007300188022,060730188022,0.998705043916,0.998674582478,0.998568490702,0.998631005628,0.999637536019
G06007300188042,060730188042,G06007300188025,060730188025,0.001294956084,0.001325417522,0.001431509298,0.001368994372,3.62463981e-4
G06007300188043,060730188043,G06007300188025,060730188025,1,1,1,1,0.999699897955
G06007300188043,060730188043,G06007300188022,060730188022,0,0,0,0,3.00102045e-4
G06007300188051,060730188051,G06007300188023,060730188023,0.998363724645,0.998280152745,0.999789435653,0.999805010476,0.998856432505
G06007300188051,060730188051,G06007300188031,060730188031,0.001636275355,0.001719847255,2.10564347e-4,1.94989524e-4,0.001143567495
G06007300188052,060730188052,G06007300188024,060730188024,1,1,1,1,1
G06007300189031,060730189031,G06007300189031,060730189031,1,1,1,1,1
G06007300189032,060730189032,G06007300189032,060730189032,1,1,1,1,1
G06007300189033,060730189033,G06007300189033,060730189033,1,1,1,1,1
G06007300189034,060730189034,G06007300189034,060730189034,1,1,1,1,1
G06007300189041,060730189041,G06007300189041,060730189041,1,1,1,1,1
